"municipios","idhm"
"Itapé (BA)",0.599
"Malhada dos Bois (SE)",0.599
"Hugo Napoleão (PI)",0.599
"Lafaiete Coutinho (BA)",0.599
"Mãe do Rio (PA)",0.599
"Parnamirim (PE)",0.599
"Pedra Branca (PB)",0.599
"Bandeira (MG)",0.599
"Alagoinha (PE)",0.599
"Itajuípe (BA)",0.599
"Iraquara (BA)",0.599
"Porto Estrela (MT)",0.599
"Padre Carvalho (MG)",0.599
"Gavião (BA)",0.599
"Peri Mirim (MA)",0.599
"Xapuri (AC)",0.599
"Mansidão (BA)",0.599
"Itapecuru Mirim (MA)",0.599
"Itabela (BA)",0.599
"Agricolândia (PI)",0.599
"Chã Grande (PE)",0.599
"Terra Nova (PE)",0.599
"Santa Luzia do Paruá (MA)",0.599
"Tasso Fragoso (MA)",0.599
"Martinópole (CE)",0.599
"Antonina do Norte (CE)",0.599
"Capela do Alto Alegre (BA)",0.599
"Amarante (PI)",0.598
"Belmonte (BA)",0.598
"Nossa Senhora de Lourdes (SE)",0.598
"Iguaraci (PE)",0.598
"Urandi (BA)",0.598
"São João Batista (MA)",0.598
"Santaluz (BA)",0.598
"Seringueiras (RO)",0.598
"Monte das Gameleiras (RN)",0.598
"Jucás (CE)",0.598
"Chapada do Norte (MG)",0.598
"Altinho (PE)",0.598
"Santa Maria do Pará (PA)",0.598
"Boa Viagem (CE)",0.598
"Pombos (PE)",0.598
"Antônio Gonçalves (BA)",0.598
"Serrinha dos Pintos (RN)",0.598
"Angelândia (MG)",0.597
"Lagoa Grande (PE)",0.597
"Fernando Pedroza (RN)",0.597
"Cariús (CE)",0.597
"Frutuoso Gomes (RN)",0.597
"Magalhães Barata (PA)",0.597
"Novo Horizonte (BA)",0.597
"Nova Fátima (BA)",0.597
"Hidrolândia (CE)",0.597
"Materlândia (MG)",0.597
"Morro do Pilar (MG)",0.597
"Sirinhaém (PE)",0.597
"Brejões (BA)",0.597
"Tanquinho (BA)",0.597
"Lagoinha do Piauí (PI)",0.597
"Maribondo (AL)",0.597
"Bom Jesus (PB)",0.597
"Santa Luzia do Norte (AL)",0.597
"São Domingos (GO)",0.597
"Aguiar (PB)",0.597
"Serra Negra do Norte (RN)",0.597
"Brejo do Cruz (PB)",0.597
"Flores de Goiás (GO)",0.597
"Piracuruca (PI)",0.596
"Vitória do Xingu (PA)",0.596
"Central (BA)",0.596
"Upanema (RN)",0.596
"Colinas (MA)",0.596
"Vitória do Mearim (MA)",0.596
"Machadinho D'Oeste (RO)",0.596
"Muricilândia (TO)",0.596
"Manaquiri (AM)",0.596
"Lapão (BA)",0.596
"Padre Paraíso (MG)",0.596
"Cacimba de Areia (PB)",0.596
"Novo Jardim (TO)",0.596
"Cocos (BA)",0.596
"Cariré (CE)",0.596
"São Braz do Piauí (PI)",0.596
"Governador Jorge Teixeira (RO)",0.596
"Paranã (TO)",0.595
"Santa Rosa do Tocantins (TO)",0.595
"Ouro Verde de Minas (MG)",0.595
"Igarapé-Açu (PA)",0.595
"Acopiara (CE)",0.595
"Presidente Kubitschek (MG)",0.595
"Zé Doca (MA)",0.595
"Solânea (PB)",0.595
"São Geraldo do Araguaia (PA)",0.595
"Nova Palmeira (PB)",0.595
"Codó (MA)",0.595
"Itacuruba (PE)",0.595
"Pirpirituba (PB)",0.595
"Jundiá (RN)",0.595
"São Bento do Trairí (RN)",0.595
"Emas (PB)",0.595
"Trindade (PE)",0.595
"São Pedro do Piauí (PI)",0.595
"São Lourenço do Piauí (PI)",0.595
"Alagoinha (PB)",0.595
"Ponto dos Volantes (MG)",0.595
"Eliseu Martins (PI)",0.595
"Granito (PE)",0.595
"Serrita (PE)",0.595
"Barras (PI)",0.595
"Serra do Ramalho (BA)",0.595
"Arauá (SE)",0.595
"Nova Nazaré (MT)",0.595
"João Câmara (RN)",0.595
"Custódia (PE)",0.594
"Itororó (BA)",0.594
"Riacho de Santo Antônio (PB)",0.594
"Normandia (RR)",0.594
"Carrasco Bonito (TO)",0.594
"Anamã (AM)",0.594
"Bertópolis (MG)",0.594
"São Julião (PI)",0.594
"Areia (PB)",0.594
"Rio do Pires (BA)",0.594
"Ocara (CE)",0.594
"Quiterianópolis (CE)",0.594
"Pintópolis (MG)",0.594
"São Domingos do Araguaia (PA)",0.594
"Anísio de Abreu (PI)",0.594
"Batalha (AL)",0.594
"Santana dos Garrotes (PB)",0.594
"São Sebastião de Lagoa de Roça (PB)",0.594
"São Félix do Xingu (PA)",0.594
"Bannach (PA)",0.594
"Teodoro Sampaio (BA)",0.594
"Tapiramutá (BA)",0.594
"Óbidos (PA)",0.594
"Varzelândia (MG)",0.594
"Condado (PB)",0.594
"Santa Terezinha (PE)",0.593
"Ubatã (BA)",0.593
"Jacaraci (BA)",0.593
"União dos Palmares (AL)",0.593
"Carnaubal (CE)",0.593
"Buenos Aires (PE)",0.593
"João Dourado (BA)",0.593
"Glória (BA)",0.593
"Comercinho (MG)",0.593
"Pedra Mole (SE)",0.593
"Diamante (PB)",0.593
"Belém (AL)",0.593
"Campo Novo de Rondônia (RO)",0.593
"São Bento do Una (PE)",0.593
"Jardim do Mulato (PI)",0.593
"Tamandaré (PE)",0.593
"Miravânia (MG)",0.593
"São Miguel das Matas (BA)",0.593
"Tacuru (MS)",0.593
"Maraú (BA)",0.593
"Aragominas (TO)",0.593
"Pão de Açúcar (AL)",0.593
"Antas (BA)",0.592
"Brejinho (RN)",0.592
"Tartarugalzinho (AP)",0.592
"Belém (PB)",0.592
"São Gabriel (BA)",0.592
"Pedrinhas (SE)",0.592
"Passira (PE)",0.592
"Araçoiaba (PE)",0.592
"Agrestina (PE)",0.592
"Riachuelo (RN)",0.592
"Barão de Grajaú (MA)",0.592
"Santa Rosa de Lima (SE)",0.592
"Santanópolis (BA)",0.592
"Brejolândia (BA)",0.592
"Venturosa (PE)",0.592
"Queimadas (BA)",0.592
"Souto Soares (BA)",0.592
"Governador Dix-Sept Rosado (RN)",0.592
"Alvarenga (MG)",0.592
"São Vicente Ferrer (MA)",0.592
"Conceição do Tocantins (TO)",0.592
"Nova Belém (MG)",0.592
"Cupira (PE)",0.592
"Coração de Maria (BA)",0.592
"Ingá (PB)",0.592
"Alto Alegre dos Parecis (RO)",0.592
"Serrinha (RN)",0.592
"Caridade (CE)",0.592
"Viçosa (RN)",0.592
"Juruti (PA)",0.592
"Bom Sucesso (PB)",0.592
"Conceição (PB)",0.592
"Mazagão (AP)",0.592
"Itaju do Colônia (BA)",0.592
"Juvenília (MG)",0.592
"Miraíma (CE)",0.592
"Itapetim (PE)",0.592
"Caiçara (PB)",0.592
"Fronteira dos Vales (MG)",0.592
"Tenente Ananias (RN)",0.592
"Coremas (PB)",0.592
"São Caitano (PE)",0.591
"Quixelô (CE)",0.591
"São José de Piranhas (PB)",0.591
"São Miguel do Gostoso (RN)",0.591
"Iuiú (BA)",0.591
"Candiba (BA)",0.591
"Cuité (PB)",0.591
"São Miguel dos Milagres (AL)",0.591
"Ibiracatu (MG)",0.591
"Pocinhos (PB)",0.591
"Riacho de Santana (RN)",0.591
"Umari (CE)",0.591
"Regeneração (PI)",0.591
"Ibicoara (BA)",0.591
"Jerumenha (PI)",0.591
"Santana do Ipanema (AL)",0.591
"São Miguel do Guamá (PA)",0.591
"Brejo Grande do Araguaia (PA)",0.591
"Santana do Matos (RN)",0.591
"Mirandiba (PE)",0.591
"Dom Basílio (BA)",0.591
"Pires Ferreira (CE)",0.591
"Presidente Médici (MA)",0.591
"Cotegipe (BA)",0.59
"Sapucaia (PA)",0.59
"Buriti Bravo (MA)",0.59
"Montadas (PB)",0.59
"Utinga (BA)",0.59
"Croatá (CE)",0.59
"Pai Pedro (MG)",0.59
"Ararendá (CE)",0.59
"Marcos Parente (PI)",0.59
"Porto do Mangue (RN)",0.59
"Frei Gaspar (MG)",0.59
"Mundo Novo (BA)",0.59
"São Domingos do Azeitão (MA)",0.59
"Santana do São Francisco (SE)",0.59
"Canavieiras (BA)",0.59
"Pedras de Fogo (PB)",0.59
"Santa Maria (RN)",0.59
"Santa Maria da Boa Vista (PE)",0.59
"Serrolândia (BA)",0.59
"Paratinga (BA)",0.59
"Ipupiara (BA)",0.59
"Bom Jesus do Tocantins (PA)",0.589
"Frei Paulo (SE)",0.589
"Conceição do Canindé (PI)",0.589
"Olho D'Água das Cunhãs (MA)",0.589
"Baianópolis (BA)",0.589
"Theobroma (RO)",0.589
"Lajeado Novo (MA)",0.589
"Monte Alegre (PA)",0.589
"Dormentes (PE)",0.589
"Paraná (RN)",0.589
"São Domingos do Cariri (PB)",0.589
"Bujari (AC)",0.589
"Redenção do Gurguéia (PI)",0.589
"Uruará (PA)",0.589
"Carnaubais (RN)",0.589
"Passagem (RN)",0.589
"Lago da Pedra (MA)",0.589
"Neópolis (SE)",0.589
"Coronel Sapucaia (MS)",0.589
"Paulo Jacinto (AL)",0.589
"Anguera (BA)",0.589
"São Pedro (RN)",0.589
"Esplanada (BA)",0.589
"Itagibá (BA)",0.589
"Palestina do Pará (PA)",0.589
"Lagoa de Velhos (RN)",0.589
"Tocantínia (TO)",0.589
"Piranhas (AL)",0.589
"Santa Luz (PI)",0.588
"Caldeirão Grande do Piauí (PI)",0.588
"Urbano Santos (MA)",0.588
"Tailândia (PA)",0.588
"Paranhos (MS)",0.588
"Morrinhos (CE)",0.588
"Maués (AM)",0.588
"Camocim de São Félix (PE)",0.588
"Belterra (PA)",0.588
"São Domingos (SE)",0.588
"Ataléia (MG)",0.588
"Morro do Chapéu (BA)",0.588
"Andorinha (BA)",0.588
"Assis Brasil (AC)",0.588
"Boca do Acre (AM)",0.588
"Luís Domingues (MA)",0.588
"Colônia do Piauí (PI)",0.588
"Aramari (BA)",0.588
"Urucurituba (AM)",0.588
"Pedrão (BA)",0.588
"Afrânio (PE)",0.588
"Carira (SE)",0.588
"Feira da Mata (BA)",0.588
"Dom Feliciano (RS)",0.587
"Canarana (BA)",0.587
"Wagner (BA)",0.587
"Paulista (PB)",0.587
"Santa Teresinha (BA)",0.587
"Malhador (SE)",0.587
"Tupiratins (TO)",0.587
"Montezuma (MG)",0.587
"Monte Horebe (PB)",0.587
"Moita Bonita (SE)",0.587
"Presidente Vargas (MA)",0.587
"Santana do Acaraú (CE)",0.587
"Castelo do Piauí (PI)",0.587
"São Francisco (SE)",0.587
"Nossa Senhora da Glória (SE)",0.587
"Nova Mamoré (RO)",0.587
"Coronel Ezequiel (RN)",0.587
"Candeal (BA)",0.587
"Nova União (RO)",0.587
"Pé de Serra (BA)",0.587
"Umirim (CE)",0.587
"Joaíma (MG)",0.587
"Cachoeira dos Índios (PB)",0.587
"Caiçara do Rio do Vento (RN)",0.587
"Poço Branco (RN)",0.587
"Guaraqueçaba (PR)",0.587
"Santarém Novo (PA)",0.587
"Vera Cruz (RN)",0.587
"Esperantinópolis (MA)",0.586
"Campo Formoso (BA)",0.586
"Palmas de Monte Alto (BA)",0.586
"Chaval (CE)",0.586
"Coqueiro Seco (AL)",0.586
"Porto Calvo (AL)",0.586
"Sussuapara (PI)",0.586
"Nhamundá (AM)",0.586
"Laje (BA)",0.586
"Itaquitinga (PE)",0.586
"Tavares (PB)",0.586
"Ibiara (PB)",0.586
"Varzedo (BA)",0.586
"Barreiros (PE)",0.586
"Nossa Senhora de Nazaré (PI)",0.586
"Viçosa (AL)",0.586
"Serra Grande (PB)",0.586
"Miguel Calmon (BA)",0.586
"Coari (AM)",0.586
"Tomé-Açu (PA)",0.586
"Granjeiro (CE)",0.585
"Nina Rodrigues (MA)",0.585
"São Caetano de Odivelas (PA)",0.585
"Sairé (PE)",0.585
"Cícero Dantas (BA)",0.585
"Baixa Grande (BA)",0.585
"Solidão (PE)",0.585
"Xique-Xique (BA)",0.585
"Alto Longá (PI)",0.585
"Rio Tinto (PB)",0.585
"Sento Sé (BA)",0.585
"Laranjal (PR)",0.585
"Mamanguape (PB)",0.585
"Choró (CE)",0.585
"Nacip Raydan (MG)",0.585
"Olho-D'Água do Borges (RN)",0.585
"Crisólita (MG)",0.585
"Lagoa Nova (RN)",0.585
"Central do Maranhão (MA)",0.585
"Ibitiara (BA)",0.585
"São Tomé (RN)",0.585
"Caraúbas (PB)",0.585
"Curral de Dentro (MG)",0.585
"Afonso Bezerra (RN)",0.585
"Alegrete do Piauí (PI)",0.585
"Juarina (TO)",0.584
"Nova Iorque (MA)",0.584
"Matriz de Camaragibe (AL)",0.584
"Cavalcante (GO)",0.584
"Santo Antônio de Lisboa (PI)",0.584
"Verdelândia (MG)",0.584
"Umbuzeiro (PB)",0.584
"Ibipitanga (BA)",0.584
"Landri Sales (PI)",0.584
"Parari (PB)",0.584
"Lajedo do Tabocal (BA)",0.584
"Cafarnaum (BA)",0.584
"Tejuçuoca (CE)",0.584
"Tabocas do Brejo Velho (BA)",0.584
"Ibicuí (BA)",0.584
"Feira Nova (SE)",0.584
"Bom Jesus (RN)",0.584
"São Francisco do Brejão (MA)",0.584
"Vale do Anari (RO)",0.584
"Érico Cardoso (BA)",0.584
"Itanagra (BA)",0.584
"Riacho da Cruz (RN)",0.584
"Buritirana (MA)",0.583
"Logradouro (PB)",0.583
"Cabeceiras do Piauí (PI)",0.583
"São João da Ponta (PA)",0.583
"Itaueira (PI)",0.583
"Dois Irmãos do Tocantins (TO)",0.583
"Santa Bárbara (BA)",0.583
"Pau Brasil (BA)",0.583
"Lagoa do Piauí (PI)",0.583
"Itacaré (BA)",0.583
"Praia Norte (TO)",0.583
"Cristália (MG)",0.583
"Coluna (MG)",0.583
"Capitão de Campos (PI)",0.583
"Pinhão (SE)",0.583
"Floresta do Araguaia (PA)",0.583
"Pedro Avelino (RN)",0.583
"Paramoti (CE)",0.583
"Lucena (PB)",0.583
"Macambira (SE)",0.583
"Aroazes (PI)",0.583
"Senador Elói de Souza (RN)",0.583
"Felisburgo (MG)",0.583
"São José da Safira (MG)",0.583
"Aiquara (BA)",0.583
"Canavieira (PI)",0.583
"Carnaíba (PE)",0.583
"Jacaré dos Homens (AL)",0.583
"Medicilândia (PA)",0.582
"Loreto (MA)",0.582
"Itatim (BA)",0.582
"Bento Fernandes (RN)",0.582
"Catolândia (BA)",0.582
"Curuçá (PA)",0.582
"Isaías Coelho (PI)",0.582
"Iracema (RR)",0.582
"São João da Serra (PI)",0.582
"Júlio Borges (PI)",0.582
"Rubelita (MG)",0.582
"Aricanduva (MG)",0.582
"Serra de São Bento (RN)",0.582
"Condeúba (BA)",0.582
"Alagoa Grande (PB)",0.582
"Alhandra (PB)",0.582
"Lagoa Salgada (RN)",0.582
"Manicoré (AM)",0.582
"Ubaíra (BA)",0.582
"Maracaçumé (MA)",0.582
"Acajutiba (BA)",0.582
"São Domingos do Maranhão (MA)",0.582
"Mombaça (CE)",0.582
"Vertentes (PE)",0.582
"Darcinópolis (TO)",0.581
"Mascote (BA)",0.581
"Cabaceiras do Paraguaçu (BA)",0.581
"Poranga (CE)",0.581
"Tenório (PB)",0.581
"Sigefredo Pacheco (PI)",0.581
"Camacan (BA)",0.581
"Curaçá (BA)",0.581
"Nova Olinda do Maranhão (MA)",0.581
"Lago do Junco (MA)",0.581
"São Sebastião do Maranhão (MG)",0.581
"Moraújo (CE)",0.581
"Anapurus (MA)",0.581
"Anajatuba (MA)",0.581
"Baía da Traição (PB)",0.581
"São Sebastião do Umbuzeiro (PB)",0.581
"Mata Verde (MG)",0.581
"Lima Campos (MA)",0.581
"Peixe-Boi (PA)",0.581
"Nova Ipixuna (PA)",0.581
"Aracatu (BA)",0.581
"Congo (PB)",0.581
"Vila Nova dos Martírios (MA)",0.581
"São José do Brejo do Cruz (PB)",0.581
"Fortuna (MA)",0.58
"São Francisco (PB)",0.58
"Fervedouro (MG)",0.58
"Paraibano (MA)",0.58
"Indiaroba (SE)",0.58
"Tamboril (CE)",0.58
"Ibirajuba (PE)",0.58
"Maurilândia do Tocantins (TO)",0.58
"Ponto Novo (BA)",0.58
"Elesbão Veloso (PI)",0.58
"Jaguaquara (BA)",0.58
"Desterro (PB)",0.58
"Amaraji (PE)",0.58
"Primavera (PE)",0.58
"São Bento (PB)",0.58
"Limoeiro de Anadia (AL)",0.58
"Sucupira do Norte (MA)",0.579
"Ipaporanga (CE)",0.579
"Tucano (BA)",0.579
"Tanque do Piauí (PI)",0.579
"Pilar (PB)",0.579
"Remanso (BA)",0.579
"São Desidério (BA)",0.579
"Banzaê (BA)",0.579
"Lagoa do Tocantins (TO)",0.579
"Canguaretama (RN)",0.579
"Areia Branca (SE)",0.579
"Cordeiros (BA)",0.579
"Cachoeirinha (PE)",0.579
"Juarez Távora (PB)",0.579
"Cipotânea (MG)",0.579
"Umbaúba (SE)",0.579
"Firmino Alves (BA)",0.578
"Alvorada do Gurguéia (PI)",0.578
"Curuá (PA)",0.578
"São José do Bonfim (PB)",0.578
"Bacuri (MA)",0.578
"Caririaçu (CE)",0.578
"Belém de Maria (PE)",0.578
"Monte Alegre do Piauí (PI)",0.578
"Terra Nova (BA)",0.578
"Coronel João Pessoa (RN)",0.578
"Malhada de Pedras (BA)",0.578
"Riachão das Neves (BA)",0.578
"Quixabeira (BA)",0.578
"Baião (PA)",0.578
"Machados (PE)",0.578
"Alcantil (PB)",0.578
"Antônio Martins (RN)",0.578
"Aparecida (PB)",0.578
"Taperoá (PB)",0.578
"Itamari (BA)",0.578
"Aquidabã (SE)",0.578
"Belém do Brejo do Cruz (PB)",0.578
"Piritiba (BA)",0.578
"Cachoeira de Pajeú (MG)",0.578
"Itambé (BA)",0.578
"Francisco Ayres (PI)",0.577
"Contendas do Sincorá (BA)",0.577
"Vereda (BA)",0.577
"São Sebastião do Uatumã (AM)",0.577
"Quixaba (PE)",0.577
"Brasileira (PI)",0.577
"União (PI)",0.577
"Barra do Rocha (BA)",0.577
"Barra D'Alcântara (PI)",0.577
"Autazes (AM)",0.577
"São José de Espinharas (PB)",0.577
"Tanhaçu (BA)",0.577
"Ibaretama (CE)",0.577
"Primavera (PA)",0.577
"Santa Cruz de Salinas (MG)",0.577
"Nossa Senhora Aparecida (SE)",0.577
"Santa Cruz dos Milagres (PI)",0.577
"Pindobaçu (BA)",0.577
"Barra de Guabiraba (PE)",0.577
"Mar Vermelho (AL)",0.577
"Cametá (PA)",0.577
"Gracho Cardoso (SE)",0.577
"Paripiranga (BA)",0.577
"Exu (PE)",0.576
"Vila Flor (RN)",0.576
"Rio do Antônio (BA)",0.576
"Goiatins (TO)",0.576
"João Alfredo (PE)",0.576
"Itaubal (AP)",0.576
"Água Boa (MG)",0.576
"Coroatá (MA)",0.576
"Bela Vista do Piauí (PI)",0.576
"Carinhanha (BA)",0.576
"Nazaré do Piauí (PI)",0.576
"Olho D'Água do Piauí (PI)",0.576
"Poção de Pedras (MA)",0.576
"Canto do Buriti (PI)",0.576
"Maiquinique (BA)",0.576
"Riachão (MA)",0.576
"Frei Miguelinho (PE)",0.576
"Ibirataia (BA)",0.576
"Porto Acre (AC)",0.576
"Irajuba (BA)",0.576
"Pirapemas (MA)",0.576
"Tarrafas (CE)",0.576
"Gongogi (BA)",0.576
"Alagoa Nova (PB)",0.576
"Montes Altos (MA)",0.575
"Chã Preta (AL)",0.575
"Itambé (PE)",0.575
"Simões (PI)",0.575
"Boa Hora (PI)",0.575
"Paes Landim (PI)",0.575
"Jitaúna (BA)",0.575
"Várzea do Poço (BA)",0.575
"Mocajuba (PA)",0.575
"Belo Campo (BA)",0.575
"Capixaba (AC)",0.575
"Jaqueira (PE)",0.575
"Abaré (BA)",0.575
"Piripá (BA)",0.575
"Olinda Nova do Maranhão (MA)",0.575
"Aratuípe (BA)",0.575
"Jupi (PE)",0.575
"Parnaguá (PI)",0.575
"Saboeiro (CE)",0.575
"Botuporã (BA)",0.575
"Junqueiro (AL)",0.575
"Barra da Estiva (BA)",0.575
"Bonito de Santa Fé (PB)",0.574
"Buriti dos Montes (PI)",0.574
"Igrapiúna (BA)",0.574
"Mogeiro (PB)",0.574
"Pau D'Arco (PA)",0.574
"Iaçu (BA)",0.574
"Pedra Lavrada (PB)",0.574
"Carutapera (MA)",0.574
"Januário Cicco (RN)",0.574
"Brejinho (PE)",0.574
"Santana do Piauí (PI)",0.574
"Barreirinha (AM)",0.574
"Santa Inês (BA)",0.574
"Riachão (PB)",0.574
"Pindoba (AL)",0.574
"Santo Antônio do Jacinto (MG)",0.574
"Catingueira (PB)",0.574
"São Félix do Tocantins (TO)",0.574
"Caiçara do Norte (RN)",0.574
"Baraúna (RN)",0.574
"Benjamin Constant (AM)",0.574
"Maragogi (AL)",0.574
"Alcântara (MA)",0.573
"São Sebastião do Tocantins (TO)",0.573
"Nova Olinda (PB)",0.573
"Cristalândia do Piauí (PI)",0.573
"Cerro Azul (PR)",0.573
"Pedra Bonita (MG)",0.573
"Caldeirão Grande (BA)",0.573
"São José da Laje (AL)",0.573
"São José do Peixe (PI)",0.573
"Ipueiras (CE)",0.573
"Tacaratu (PE)",0.573
"Manoel Emídio (PI)",0.573
"Carnaubeira da Penha (PE)",0.573
"Sossêgo (PB)",0.573
"Sobrado (PB)",0.573
"Capela (AL)",0.573
"Maturéia (PB)",0.572
"Governador Eugênio Barros (MA)",0.572
"Tuntum (MA)",0.572
"Planaltino (BA)",0.572
"Água Branca (PB)",0.572
"Itapebi (BA)",0.572
"Itaeté (BA)",0.572
"Inhangapi (PA)",0.572
"São Brás (AL)",0.572
"Touros (RN)",0.572
"Riachinho (TO)",0.572
"Sítio Novo (RN)",0.572
"Santa Inês (PB)",0.572
"Piaçabuçu (AL)",0.572
"Mairi (BA)",0.572
"Matina (BA)",0.572
"Olho D'Água (PB)",0.572
"São Bernardo (MA)",0.572
"Rio Real (BA)",0.572
"Cumaru (PE)",0.572
"Barra de São Miguel (PB)",0.572
"Alvorada de Minas (MG)",0.572
"Rio Grande do Piauí (PI)",0.572
"Angelim (PE)",0.572
"Ouricuri (PE)",0.572
"Santa Helena (MA)",0.571
"Caturama (BA)",0.571
"Calumbi (PE)",0.571
"Piatã (BA)",0.571
"Jussara (BA)",0.571
"Vieirópolis (PB)",0.571
"Novo Cruzeiro (MG)",0.571
"Pedro Ii (PI)",0.571
"Itapitanga (BA)",0.571
"Viçosa do Ceará (CE)",0.571
"Iramaia (BA)",0.571
"Palmeirante (TO)",0.571
"Barroquinha (CE)",0.571
"Várzea Grande (PI)",0.571
"Graça Aranha (MA)",0.57
"Juazeiro do Piauí (PI)",0.57
"Vitorino Freire (MA)",0.57
"Campo Alegre (AL)",0.57
"Maracanã (PA)",0.57
"Ituaçu (BA)",0.57
"São João (PE)",0.57
"Senador Georgino Avelino (RN)",0.57
"Casa Nova (BA)",0.57
"Cuitegi (PB)",0.57
"Graça (CE)",0.57
"Pitimbu (PB)",0.57
"Brotas de Macaúbas (BA)",0.57
"Esperantina (TO)",0.57
"Novo Airão (AM)",0.57
"São Francisco do Piauí (PI)",0.57
"Lizarda (TO)",0.57
"Mata Roma (MA)",0.57
"Riacho das Almas (PE)",0.57
"Araças (BA)",0.57
"Juru (PB)",0.57
"Nova Ibiá (BA)",0.57
"Lagoa de Dentro (PB)",0.57
"Serra Redonda (PB)",0.57
"Barreirinhas (MA)",0.57
"Parambu (CE)",0.57
"Santo Antônio do Retiro (MG)",0.57
"Japaratinga (AL)",0.57
"Caapiranga (AM)",0.569
"Japi (RN)",0.569
"Jandaíra (RN)",0.569
"Aiuaba (CE)",0.569
"São João da Ponte (MG)",0.569
"Governador Nunes Freire (MA)",0.569
"Igarapé do Meio (MA)",0.569
"Panelas (PE)",0.569
"Centenário (TO)",0.569
"Guajeru (BA)",0.569
"Maravilha (AL)",0.569
"Rio do Fogo (RN)",0.569
"Canhoba (SE)",0.569
"Taipu (RN)",0.569
"Sapé (PB)",0.569
"Congonhas do Norte (MG)",0.568
"Salgado de São Félix (PB)",0.568
"Messias (AL)",0.568
"Apicum-Açu (MA)",0.568
"Ourém (PA)",0.568
"Gonçalves Dias (MA)",0.568
"Careiro da Várzea (AM)",0.568
"Cortês (PE)",0.568
"Aurelino Leal (BA)",0.568
"Breu Branco (PA)",0.568
"Igreja Nova (AL)",0.568
"Anadia (AL)",0.568
"Porto da Folha (SE)",0.568
"Sucupira do Riachão (MA)",0.568
"Pedro Velho (RN)",0.568
"Caldas Brandão (PB)",0.568
"General Sampaio (CE)",0.568
"Riacho dos Cavalos (PB)",0.568
"Bananeiras (PB)",0.568
"Canindé de São Francisco (SE)",0.567
"Euclides da Cunha (BA)",0.567
"Camalaú (PB)",0.567
"Barra de Santana (PB)",0.567
"Pureza (RN)",0.567
"Boa Nova (BA)",0.567
"Jussari (BA)",0.567
"Nova Redenção (BA)",0.567
"Pedra (PE)",0.567
"Santa Helena de Minas (MG)",0.567
"Magalhães de Almeida (MA)",0.567
"Massaranduba (PB)",0.567
"Rodrigues Alves (AC)",0.567
"Araruna (PB)",0.567
"São Miguel do Aleixo (SE)",0.567
"Casinhas (PE)",0.567
"Juazeirinho (PB)",0.567
"Santa Rosa do Piauí (PI)",0.567
"Lagoa do Mato (MA)",0.566
"Livramento (PB)",0.566
"Manoel Vitorino (BA)",0.566
"São José do Jacuri (MG)",0.566
"Pimenteiras (PI)",0.566
"Santo Antônio dos Lopes (MA)",0.566
"Nova Colinas (MA)",0.566
"Serra Preta (BA)",0.566
"Taperoá (BA)",0.566
"Cubati (PB)",0.566
"Mulungu do Morro (BA)",0.566
"Major Isidoro (AL)",0.566
"Calçado (PE)",0.566
"Barcelona (RN)",0.566
"Jatobá do Piauí (PI)",0.566
"Teofilândia (BA)",0.566
"Cristino Castro (PI)",0.566
"Uruoca (CE)",0.566
"Vista Serrana (PB)",0.566
"Concórdia do Pará (PA)",0.566
"Jardim de Angicos (RN)",0.565
"Coivaras (PI)",0.565
"Bodocó (PE)",0.565
"Cantanhede (MA)",0.565
"Mulungu (PB)",0.565
"Mato Grosso (PB)",0.565
"Camamu (BA)",0.565
"Buriti dos Lopes (PI)",0.565
"Feliz Deserto (AL)",0.565
"Boa Vista do Ramos (AM)",0.565
"Governador Archer (MA)",0.565
"São José de Princesa (PB)",0.565
"Prata do Piauí (PI)",0.565
"Inhambupe (BA)",0.565
"São José de Caiana (PB)",0.565
"Canápolis (BA)",0.565
"Senhora do Porto (MG)",0.565
"Vila Nova do Piauí (PI)",0.565
"Sambaíba (MA)",0.565
"Filadélfia (BA)",0.565
"Olho D'Água das Flores (AL)",0.565
"Buritirama (BA)",0.565
"São José do Divino (PI)",0.565
"Palmópolis (MG)",0.565
"Cacimba de Dentro (PB)",0.564
"Francinópolis (PI)",0.564
"Pilõezinhos (PB)",0.564
"Gararu (SE)",0.564
"Pio Ix (PI)",0.564
"Sítio do Mato (BA)",0.564
"Josenópolis (MG)",0.564
"Igaci (AL)",0.564
"Itapororoca (PB)",0.564
"Alenquer (PA)",0.564
"Teotônio Vilela (AL)",0.564
"Coelho Neto (MA)",0.564
"Rafael Jambeiro (BA)",0.564
"Água Azul do Norte (PA)",0.564
"Sítio Novo (MA)",0.564
"Peritoró (MA)",0.564
"Galinhos (RN)",0.564
"Araripe (CE)",0.564
"Baixa Grande do Ribeiro (PI)",0.564
"Madeiro (PI)",0.563
"Almadina (BA)",0.563
"Bom Conselho (PE)",0.563
"Presidente Juscelino (RN)",0.563
"Eirunepé (AM)",0.563
"Codajás (AM)",0.563
"Salgadinho (PB)",0.563
"Presidente Juscelino (MA)",0.563
"Minador do Negrão (AL)",0.563
"Vertente do Lério (PE)",0.563
"Heliópolis (BA)",0.563
"Faro (PA)",0.563
"Patos do Piauí (PI)",0.563
"Porto Alegre do Piauí (PI)",0.563
"Lagoa (PB)",0.563
"São Miguel da Baixa Grande (PI)",0.563
"Ilha Grande (PI)",0.563
"Piçarra (PA)",0.563
"Cajueiro (AL)",0.562
"Marcolândia (PI)",0.562
